label,text
trung lập,"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑"
trung lập,tôi muốn có một mối tình bình dị .
trung lập,hú hồn chim én :))
trung lập,phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...
tiêu cực,"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))"
trung lập,mệt mõi 😥
tích cực,đã thử và rất thích thú 😆.
tích cực,"ủa bất ngờ đây , thanh niên nào đây =))))"
tích cực,con này chăm sóc n là n bao đẹp ><
tiêu cực,"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn ."
tiêu cực,"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃"
trung lập,móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta
tích cực,tuyệt thật
trung lập,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️
tích cực,bé tí mà đã có múi rồi :)))
trung lập,giờ nín ngay không ? việc gì phải khóc
tích cực,"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề"
tích cực,chuẩn không can chinh
tiêu cực,liên quan đéo gì . trung thu tết đoàn viên gia đình chứ đoàn viên người yêu đéo đâu .
trung lập,cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ
trung lập,cụ í đỗ sai thì mợ cứ báo chính quyền thôi
trung lập,tao chưa nghe nói kính thuỷ lực bai giờ .
tiêu cực,"khiển trách là bị mắng rồi má , lại còn bắt chép phạt ác thật"
tích cực,dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃
tích cực,cưng gì đâu
tiêu cực,2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì
tích cực,kkkk
trung lập,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(
trung lập,thính thơm không
trung lập,ôi không đừng vậy mà :((
tiêu cực,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???"
tích cực,nghe anh ấy nới chuyện rất thuyết phục
trung lập,khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói . thì khi đó tao lấy
trung lập,có thể là nó yêu mày :))
tích cực,ối bạn ơi quà sinh nhật mình đây rồiiiii
tích cực,ai cho mình xin page của con này với thích xem nó live stream bán đồ gê
trung lập,cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết
tiêu cực,toàn bọn óc chó . không có lương tâm . sao chúng nó lại làm như vậy không nghĩ hậu quả sau này sao .
tiêu cực,"bảo không ly hôn cơ mà 😑, dma chơi nhau à"
trung lập,cần phải tỉnh táo
trung lập,thật sự là có cách nào dắt bé đi theo được không ? 😭
tích cực,"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂"
tích cực,phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem
tích cực,thôi thì đi xem avenger lần 3 để tránh nóng nốt chiều nay không mai mưa rồi hehee
trung lập,cho xin tí muối ạ
trung lập,sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết
tích cực,đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi
tiêu cực,nằm đó mà mơ 🙂
tích cực,duyên quá nói chuyện hay
tiêu cực,"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ bẩn cho cá nhân mình"
tiêu cực,gắt quá nha 😂
trung lập,đừng trách anh vô tình vì em đã vô tâm
tích cực,"wow , đẹp dữ vậy à hehe"
tích cực,"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁"
trung lập,"thôi , không tranh cãi , không lại các bác . nói chung không cấm thì đỗ , còn đỗ để làm gì thì do ý thức mỗi người"
trung lập,khóc vãi 😭
tiêu cực,"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi ."
tiêu cực,cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời
tích cực,và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần
tiêu cực,lại là bà hàng xóm 😒
tiêu cực,bọn óc vật 🙂 đụng vào con cháu nhà tao thử
tích cực,hay . đỡ mệt
tiêu cực,"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol"
tích cực,nhìn quen quen mày ơi
tiêu cực,mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu
tích cực,gv có tâm vãi 😂
tích cực,cầu mong chú có cuộc sống tốt hơn ❤
trung lập,"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣"
tích cực,khớp vãi =))))))) mặt con bé
trung lập,mạng nhện chắc đóng kín rồi nhỉ
trung lập,tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :)))
tích cực,ngày ấy cũng từng như vậy ☺️
tích cực,"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào ."
tích cực,quả mặt dễ thương dữ vậy
trung lập,"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂"
tích cực,cưng xĩu 😊😊
tích cực,người ngoài hành tinh nói tiếng anh ????? nà ní ?????
tích cực,"nghĩ đến cảnh mặc áo là cảm thấy mất cả tuổi thanh xuân , chưa kể là lúc ngứa thì gãi kiểu gì 😂😂"
trung lập,cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được 😔😔😔
tích cực,xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy
tích cực,nó giống tao ghê . gặp tao tao cũng chọn mày
tích cực,hiện tại cảm thấy hạnh phúc khi môi trường làm việc toàn người lầy ....
tích cực,đúng là mỹ nhanh gọn dứt khoát
tích cực,khúc cuối cười lộn ruột
tích cực,mặt con mèo giải trí dữ 😬
tiêu cực,tại con này xấu quá không nhận diện được khuôn mặt
tiêu cực,"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này :vậy"
tích cực,anh có tin em giận lại anh không ?
tiêu cực,ác đến vậy là cùng
trung lập,khi cô đơn lòng em nhớ ai :((
trung lập,"nếu chiếc xe đỗ giữa cửa nhà tôi như trong hình của thớt tôi hoàn toàn không có cảm giác gì , kể cả ngày nào cũng vậy luôn ."
trung lập,"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁"
trung lập,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))"
trung lập,xem xong tao đã khóc rất nhiều
tích cực,ha ha ❤️ chất lắm
tích cực,bộ này hoàn hảo quá
tích cực,đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy
tiêu cực,lại ngáo đá rồi
trung lập,tao thì nói xong lại thấy người ta không hứng thú thì lại lượn
tích cực,để có được cái nắm tay tuổi già là bao giông bão của tuổi trẻ . mấy ai qua được bão giông ?
tích cực,quan trọng là có luôn tạo độ khó game cho tôi :))) và không thể thiếu sự trợ giúp của các anh em trong team 😂
trung lập,điều tồi tệ là học nửa vời chã ra làm sao
trung lập,chỉ có màn hình là xấu thui
trung lập,cùng câu hỏi .. vụ thang máy thì sao nhỉ
tích cực,"mỗi ngày đi làm về , tôi không vội vào thang ngay mà thường ngồi sảnh tầm 20p chỉ để ngắm gái xinh cùng tòa 😆."
tích cực,đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew
tích cực,sau hôm sinh nhật là có cái này . ngon vãi
trung lập,kinh dị thấy mệ luôn nè
trung lập,tuy hơi fail 1 chút nhưng rất có năng khiếu lớn lên không chừng làm ca sĩ ấy chứ đừng đùa
tích cực,đúng là tấm gương xáng để con cháu noi theo =))))))
trung lập,khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu :'<
tiêu cực,"tào lao , bịa đặt"
tích cực,"chia sẻ cho anh em , haha"
tích cực,cách này nhiều người áp dụng quá rồi :)))
tiêu cực,tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?
tích cực,doume khó vậy mà cũng nghĩ ra được 🤣
tích cực,sao ảnh này nhìn con rắn đáng yêuc vãi :)))
trung lập,sau mưa ra đường sợ nhất gặp giun
tích cực,đứa nào nghĩ ra được cái qcao hay vãi ...
tích cực,bạn trai thì chưa . nhưng mỗi lần thằng bạn nó cắt tóc cạo râu thì auto nhìn đẹp trai
tiêu cực,í thức mấy đứa đi xem như lol .
trung lập,đã từng . và bị phũ như 1 con chó 🐶😂😂😂😂
tiêu cực,thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .
trung lập,anh lấy đi niềm tin trả lại cho em những gì
tích cực,thông minh lắm
tiêu cực,thêm cái trang này ăn cắp ý tưởng của tôi
trung lập,đề nghị các bạn giữ trật tự trong rạp phim !!!!!!
tiêu cực,cam mà vắt thế chỉ có đắng nhé thôi đồ ngu
tiêu cực,"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu 😏"
tiêu cực,ngu hết phần thiên hạ
trung lập,tin tao đi tiền là thứ duy nhất làm động lực để mày vui :)) tao chia tay xong . cắm mặt vào làm để mua sắm và du lịch :))
tích cực,tao thấy con mèo xinh hơn
tích cực,cho nó cắn phát xem có thành spider man không 😂
tích cực,bếp ga hj hj 🤣🤣🤣🤣🤣🤣
tiêu cực,"từ hành động và lời nói của tụi nhỏ này không biết nên trách ai bây giờ ,, thối nát một thế hệ"
trung lập,sớm bình phục nhé
tiêu cực,căn bản là họ không đáng cho mình trân trọng thôi . per
tích cực,giống thằng này vãi :)))
tích cực,"năm nào cả sinh nhật âm hay dương mẹ cũng gọi điện cho mình , bà ngoại trên 80 , bác ruột mình đều nhớ hết 😂😂😂"
trung lập,quan trọng nhất vẫn là tấm lòng 🙂
tích cực,cái mặt hoang mang thấy thương 😆❤️
tiêu cực,nhìn ức chế vãi
trung lập,coi mà cái tay nó rung trái tim nó đập sợ cái thằng đó té sấp mặt luôn thì không bình thường họa mi còn hót được không :))))
tiêu cực,nhìn kinh vãi
trung lập,hỡi thế gian tình ái là chi mà đôi lứa nguyện thề sống chết ? 😁😁
trung lập,bất nghờ bốc cháy
tiêu cực,"đọc bình luận mới công nhận "" mấy đứa nói đạo lý sống như lol "". đây là câu chuyện vui bạn bè trêu nhau thôi không đến lượt mấy người dạy bé cách cư xử như thế nào đâu . có người con như thế nào bố sẽ rất tự hào đấy"
tích cực,chuẩn kkk 😁
trung lập,😂😂😂 nhìn và đợi chúng nó chia tay
trung lập,làm mấy chuyện dở người để được nó chú ý
tiêu cực,không mưa thì kêu trời mưa thì cũng kêu trời
trung lập,họ có thể không giàu có về vật chất nhưng hạnh phúc của họ giàu hơn rất nhìu người ❤
tiêu cực,"người ta ăn hàng tỉ lại phát 5 tr , còn gì là pháp luật nữa"
tiêu cực,à còn có thể loại con trai cắt tóc xong rồi tự soi gương xong khen mình đẹp trai mới vãi
tích cực,"đi làm với c mình vui hết xẩy , trừ những lúc khó tính :))"
trung lập,phải tôi đỗ lên vỉa hè giáp cửa nhà bạn bán hàng luôn . vỉa hè rộng thế kia cơ mà .??????????
trung lập,cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn :(
tích cực,bò ra mà cười :))
trung lập,xem cái này đỡ chán đi ông
trung lập,em buông tay anh nhé .... quá khứ ấy anh hãy xoá hết đi .......
tích cực,thông minh vãi
trung lập,gửi đứa nào chưa có người yêu
tiêu cực,mày lười vãi lol
trung lập,đi xem 1 mình có sợ ma không 🤔
trung lập,chả thấy nói nó cho admin bao nhiêu xiền để pr nhỉ
tích cực,tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !
trung lập,"anh biết em có nhiều chuyện , nhưng việc trước mắt là em nộp phạt đã , nếu không xe em sẽ bị thu vào đồn"
